STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
Andhra Pradesh,ADILABAD,2013,96,72,13,61,0,61,65,47,18,2,0,14,274,377,86,291,58,93,254,1,30,2394,12,197,138,464,0,376,1390,6381
Andhra Pradesh,ANANTAPUR,2013,156,149,3,28,0,28,110,84,26,5,0,23,279,597,154,443,56,5,160,5,29,2537,23,337,43,161,0,573,1634,6913
Andhra Pradesh,CHITTOOR,2013,72,61,2,31,0,31,52,27,25,3,0,11,157,512,158,354,57,17,238,6,18,937,13,119,84,435,0,546,2239,5610
Andhra Pradesh,CUDDAPAH,2013,93,107,7,19,0,19,84,50,34,2,0,9,220,702,255,447,156,81,317,5,34,2310,9,318,163,207,0,464,1741,7048
Andhra Pradesh,CYBERABAD,2013,162,123,16,138,0,138,192,129,63,15,0,89,1318,4779,1761,3018,34,179,2111,12,40,4284,43,350,338,1526,0,1104,3139,19992
Andhra Pradesh,EAST GODAVARI,2013,68,71,6,74,0,74,63,33,30,3,0,15,326,788,310,478,50,86,222,7,21,2300,15,352,222,483,0,525,1082,6779
Andhra Pradesh,GUNTAKAL RLY.,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,251,0,251,0,0,3,4,1,11,0,3,2,0,0,0,24,301
Andhra Pradesh,GUNTUR,2013,110,87,1,38,0,38,61,54,7,4,0,21,192,675,200,475,41,41,305,11,21,2345,16,296,135,608,0,449,1569,7026
Andhra Pradesh,GUNTUR URBAN,2013,44,51,3,28,0,28,46,34,12,2,1,26,190,991,408,583,11,15,372,5,14,1180,7,124,93,326,0,226,1123,4878
Andhra Pradesh,HYDERABAD CITY,2013,120,145,5,101,0,101,131,52,79,6,0,47,658,4166,1353,2813,118,75,2382,47,62,3092,39,225,90,1480,0,527,2839,16355
Andhra Pradesh,KARIMNAGAR,2013,101,89,10,57,0,57,118,103,15,3,0,20,349,771,242,529,96,120,706,3,45,2593,39,354,276,670,0,535,1881,8836
Andhra Pradesh,KHAMMAM,2013,103,99,10,100,0,100,114,104,10,6,0,16,455,887,340,547,135,52,636,3,42,2268,15,254,297,768,0,483,3864,10607
Andhra Pradesh,KRISHNA,2013,56,46,0,58,0,58,54,37,17,0,1,18,316,579,154,425,15,31,203,12,45,2596,14,387,274,708,0,404,1059,6876
Andhra Pradesh,KURNOOL,2013,127,175,0,26,0,26,72,50,22,12,0,27,252,565,21,544,128,16,506,6,35,2531,11,374,199,203,0,478,1852,7595
Andhra Pradesh,MAHABOOBNAGAR,2013,191,69,31,117,0,117,90,63,27,8,0,18,394,1207,13,1194,130,52,269,6,56,2381,33,219,98,234,0,756,1733,8092
Andhra Pradesh,MEDAK,2013,128,77,6,64,0,64,44,38,6,3,0,14,414,775,245,530,45,25,358,6,58,1970,25,169,73,476,0,733,1591,7054
Andhra Pradesh,NALGONDA,2013,98,100,5,77,0,77,118,110,8,13,0,27,375,810,244,566,231,91,499,2,49,3315,27,367,313,327,0,746,2701,10291
Andhra Pradesh,NELLORE,2013,99,110,2,26,0,26,95,81,14,4,2,41,364,1077,323,754,29,129,223,3,29,2533,8,263,221,374,0,455,1239,7326
Andhra Pradesh,NIZAMABAD,2013,117,56,12,49,0,49,54,33,21,5,1,18,480,1035,338,697,84,41,373,3,60,1796,17,142,295,732,0,572,1720,7662
Andhra Pradesh,PRAKASHAM,2013,77,101,6,39,0,39,65,57,8,7,0,30,238,694,233,461,93,81,294,4,27,2274,8,298,26,484,0,492,1061,6399
Andhra Pradesh,RAJAHMUNDRY,2013,14,15,2,14,0,14,15,4,11,1,0,18,160,314,132,182,12,22,48,1,11,757,2,67,68,209,0,136,365,2251
Andhra Pradesh,RANGA REDDY,2013,80,47,8,37,0,37,25,25,0,1,0,13,96,173,17,156,18,9,94,1,25,626,14,69,23,168,0,182,482,2191
Andhra Pradesh,SECUNDERABAD RLY.,2013,7,2,0,0,0,0,2,2,0,0,0,1,0,737,0,737,0,1,11,5,0,10,0,11,0,0,0,2,60,849
Andhra Pradesh,SRIKAKULAM,2013,35,49,1,42,0,42,26,23,3,1,0,11,190,307,72,235,22,15,153,1,31,1124,3,207,129,361,0,319,1814,4841
Andhra Pradesh,TIRUPATHI URBAN,2013,26,21,1,10,0,10,22,15,7,0,0,15,190,827,326,501,22,3,197,0,4,565,7,45,31,133,0,200,502,2821
Andhra Pradesh,VIJAYAWADA CITY,2013,29,55,8,48,0,48,72,45,27,2,0,66,323,2173,783,1390,6,124,459,6,24,1955,12,249,456,1227,0,325,1359,8978
Andhra Pradesh,VIJAYAWADA RLY.,2013,6,2,0,1,0,1,1,1,0,3,0,9,0,625,0,625,1,1,3,53,0,11,2,6,5,0,0,0,44,773
Andhra Pradesh,VISAKHA RURAL,2013,46,41,1,32,0,32,30,23,7,1,0,5,132,329,31,298,46,6,113,6,27,1137,8,139,79,210,0,302,548,3238
Andhra Pradesh,VISAKHAPATNAM,2013,30,50,1,67,0,67,58,50,8,5,0,26,355,1203,332,871,9,64,336,1,21,1356,8,149,100,548,0,379,2009,6775
Andhra Pradesh,VIZIANAGARAM,2013,30,38,2,42,0,42,25,25,0,1,0,7,180,230,2,228,30,18,124,3,13,1609,10,165,95,383,0,289,1624,4918
Andhra Pradesh,WARANGAL,2013,52,54,4,52,0,52,63,63,0,1,0,17,256,327,17,310,140,3,237,2,0,1789,20,206,10,129,0,290,1769,5421
Andhra Pradesh,WARANGAL URBAN,2013,24,20,2,36,0,36,56,47,9,1,0,18,197,459,179,280,51,2,363,1,20,1442,16,127,81,195,0,198,1131,4440
Andhra Pradesh,WEST GODAVARI,2013,85,67,2,123,0,123,96,86,10,5,0,19,490,1090,311,779,20,57,446,9,40,2460,16,342,245,855,0,575,1456,8498
Andhra Pradesh,ZZ TOTAL,2013,2484,2249,170,1635,0,1635,2119,1595,524,125,5,709,9820,31032,9040,21992,1944,1555,13015,240,932,60488,492,6930,4702,15084,0,13641,48644,218015
Arunachal Pradesh,ANJAW,2013,2,0,0,0,0,0,0,0,0,0,0,1,2,6,0,6,0,0,1,0,0,5,0,0,0,0,0,6,5,28
Arunachal Pradesh,CHANGLANG,2013,4,2,0,5,0,5,11,5,6,3,0,9,15,32,3,29,4,3,5,0,1,24,0,2,0,1,0,4,64,189
Arunachal Pradesh,DIBANG VALLEY,2013,2,4,0,0,0,0,2,1,1,0,0,5,10,17,3,14,1,1,1,0,1,13,0,2,0,0,0,6,26,91
Arunachal Pradesh,K/KUMEY,2013,2,2,0,0,0,0,1,1,0,0,0,0,3,4,0,4,2,2,1,0,0,10,0,1,0,0,0,1,12,41
Arunachal Pradesh,KAMENG EAST,2013,5,4,0,2,0,2,16,12,4,3,0,0,12,22,0,22,2,0,3,0,0,57,0,6,0,0,0,4,33,169
Arunachal Pradesh,KAMENG WEST,2013,8,0,0,2,0,2,3,0,3,2,0,2,14,35,12,23,1,2,1,0,0,6,0,0,0,0,0,10,78,164
Arunachal Pradesh,LOHIT,2013,12,4,0,10,0,10,29,22,7,3,0,9,18,57,14,43,7,1,2,0,2,61,0,10,0,2,0,18,85,330
Arunachal Pradesh,LONGDING,2013,2,1,0,1,0,1,3,2,1,0,0,0,6,11,0,11,0,0,1,0,0,23,0,2,0,0,0,2,26,78
Arunachal Pradesh,PAPUM PARE,2013,5,4,1,18,0,18,44,22,22,3,0,14,46,148,87,61,3,9,35,0,7,63,0,24,1,20,0,12,143,600
Arunachal Pradesh,RURAL,2013,1,3,1,3,0,3,9,5,4,1,0,4,5,22,6,16,2,0,3,0,1,22,0,5,0,1,0,4,22,109
Arunachal Pradesh,SIANG EAST,2013,6,0,0,10,0,10,6,2,4,1,0,7,17,61,11,50,2,0,5,0,0,34,0,6,0,1,0,14,47,217
Arunachal Pradesh,SIANG UPPER,2013,3,1,0,0,0,0,2,2,0,0,0,2,5,12,1,11,0,2,1,0,1,19,0,4,0,0,0,2,15,69
Arunachal Pradesh,SIANG WEST,2013,4,4,1,7,0,7,6,6,0,3,0,10,17,34,8,26,8,2,5,0,2,65,0,9,2,3,0,35,46,263
Arunachal Pradesh,SUBANSIRI LOWER,2013,4,1,0,5,0,5,0,0,0,1,0,3,8,18,3,15,2,0,4,0,1,27,0,3,0,0,0,0,32,109
Arunachal Pradesh,SUBANSIRI UPPER,2013,6,0,0,10,0,10,5,2,3,3,0,2,5,10,1,9,1,2,1,0,6,45,0,8,0,0,0,2,58,164
Arunachal Pradesh,TAWANG,2013,0,0,0,2,0,2,1,1,0,0,0,0,3,11,0,11,0,0,1,0,0,7,0,6,0,1,0,7,8,47
Arunachal Pradesh,TIRAP,2013,2,5,0,0,0,0,3,2,1,1,0,7,10,13,4,9,1,0,2,0,1,13,0,5,0,0,0,2,28,93
Arunachal Pradesh,UPPER DIBANG VALLEY,2013,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,6,15
Arunachal Pradesh,ZZ TOTAL,2013,69,36,3,75,0,75,142,86,56,24,0,75,196,514,153,361,36,25,72,0,23,498,0,93,3,29,0,129,734,2776
Assam,BAKSA,2013,42,3,1,20,0,20,53,46,7,3,0,11,40,125,64,61,0,7,23,0,4,50,1,9,0,32,0,33,311,768
Assam,BARPETA,2013,46,18,0,148,0,148,349,348,1,20,0,31,335,433,111,322,236,168,230,5,19,159,18,341,0,1016,0,445,4580,8597
Assam,BIEO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
Assam,BONGAIGAON,2013,20,2,0,68,0,68,120,95,25,7,0,8,63,127,65,62,22,15,39,1,8,101,9,4,0,100,0,82,769,1565
Assam,C.I.D.,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,37,0,0,0,0,0,0,0,0,0,16,58
Assam,CACHAR,2013,59,3,0,79,0,79,227,221,6,12,0,17,206,821,336,485,226,54,97,1,52,80,12,25,0,537,0,94,2278,4880
Assam,CHIRANG,2013,33,0,0,30,0,30,70,50,20,2,0,10,20,76,25,51,35,10,33,1,12,5,1,21,0,78,0,17,309,763
Assam,DARRANG,2013,35,0,0,92,0,92,147,145,2,6,0,13,145,225,93,132,66,44,118,2,5,297,3,239,0,378,0,63,581,2459
Assam,DHEMAJI,2013,22,17,0,42,0,42,99,70,29,12,0,24,49,148,53,95,24,22,47,1,8,232,1,77,0,85,0,77,410,1397
Assam,DHUBRI,2013,62,48,4,190,0,190,443,350,93,43,5,30,269,407,112,295,698,183,303,6,90,1060,9,452,11,1080,0,77,1387,6857
Assam,DIBRUGARH,2013,80,7,7,65,0,65,149,108,41,11,0,34,123,662,165,497,16,110,41,4,20,858,0,151,0,239,0,79,873,3529
Assam,G.R.P.,2013,13,0,0,0,0,0,8,6,2,1,0,5,2,156,2,154,9,1,2,0,0,0,0,0,0,0,0,0,120,317
Assam,GOALPARA,2013,70,67,2,73,0,73,136,103,33,18,0,23,185,249,87,162,112,0,79,0,145,137,7,89,0,326,0,106,498,2322
Assam,GOLAGHAT,2013,63,42,0,85,0,85,226,181,45,8,0,51,98,285,117,168,25,28,50,1,16,556,3,76,0,284,0,230,717,2844
Assam,GUWAHATI CITY,2013,61,20,12,103,0,103,451,432,19,10,0,244,828,2295,1082,1213,52,176,476,37,8,329,15,207,0,561,0,189,6088,12162
Assam,HAILAKANDI,2013,14,0,0,60,0,60,90,71,19,1,0,8,45,150,36,114,112,16,52,1,16,17,2,7,0,169,0,33,621,1414
Assam,HAMREN,2013,11,0,0,14,0,14,15,9,6,0,0,1,12,18,3,15,2,6,1,0,0,0,0,0,0,0,0,0,168,248
Assam,JORHAT,2013,67,18,3,79,0,79,197,160,37,2,0,33,166,510,199,311,25,73,166,3,18,545,0,117,0,307,0,103,1046,3478
Assam,KAMRUP,2013,41,17,2,66,0,66,172,154,18,3,0,24,206,463,163,300,97,77,62,2,3,196,3,86,0,305,0,146,1339,3310
Assam,KARBI ANGLONG,2013,23,15,0,8,0,8,58,43,15,7,0,9,43,96,62,34,25,21,15,2,71,43,0,16,0,39,0,75,71,637
Assam,KARIMGANJ,2013,39,11,0,44,0,44,115,108,7,12,0,10,132,183,19,164,67,22,46,0,23,20,9,9,0,266,0,28,1375,2411
Assam,KOKRAJHAR,2013,49,18,1,32,0,32,103,79,24,5,0,7,53,291,157,134,86,25,39,0,112,111,5,32,0,134,2,50,293,1448
Assam,LAKHIMPUR,2013,44,13,0,59,0,59,134,123,11,1,0,6,103,166,61,105,25,21,42,1,7,92,3,55,0,300,0,45,1164,2281
Assam,MORIGAON,2013,20,25,0,76,0,76,123,123,0,1,1,12,74,141,65,76,83,6,71,1,8,392,8,45,0,271,0,101,420,1879
Assam,N.C.HILLS,2013,13,10,10,5,0,5,33,24,9,0,0,1,20,51,3,48,1,0,6,0,5,13,3,0,0,0,0,0,94,265
Assam,NAGAON,2013,96,87,6,190,0,190,442,438,4,34,0,160,407,566,225,341,257,137,165,4,56,939,23,103,3,1120,0,232,2366,7393
Assam,NALBARI,2013,27,7,0,44,0,44,102,90,12,5,3,25,124,223,29,194,25,30,48,2,6,328,3,84,0,178,0,53,733,2050
Assam,R.P.O.,2013,4,0,0,9,0,9,5,3,2,2,0,0,0,1,0,1,4,4,9,1,0,0,0,0,0,0,0,0,46,85
Assam,SIBSAGAR,2013,78,48,2,60,0,60,200,179,21,1,0,40,155,464,123,341,30,23,123,4,34,760,5,53,0,311,0,143,839,3373
Assam,SONITPUR,2013,94,30,0,99,0,99,251,205,46,11,0,23,186,544,175,369,47,84,87,1,23,553,15,34,0,300,0,425,1352,4159
Assam,STF,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
Assam,TINSUKIA,2013,84,30,4,77,0,77,201,201,0,4,0,48,147,511,57,454,0,74,23,1,13,109,7,34,0,140,0,79,1518,3104
Assam,UDALGURI,2013,43,23,0,20,0,20,82,57,25,4,0,15,55,126,40,86,22,26,28,2,11,189,5,43,0,80,0,59,280,1113
Assam,ZZ TOTAL,2013,1354,579,54,1937,0,1937,4801,4222,579,246,9,923,4291,10515,3729,6786,2429,1472,2558,84,793,8171,170,2409,14,8636,2,3064,32675,87186
Bihar,ARARIA,2013,51,36,4,52,0,52,114,90,24,10,0,25,38,289,67,222,235,30,14,3,15,104,12,10,0,19,5,52,1695,2813
Bihar,ARWAL,2013,17,0,0,6,0,6,34,32,2,0,0,6,27,77,15,62,51,0,30,0,0,76,15,3,0,30,0,0,537,909
Bihar,AURANGABAD,2013,101,281,0,19,0,19,59,52,7,26,0,35,95,365,68,297,334,27,125,0,22,1204,28,37,0,141,0,0,749,3648
Bihar,BAGAHA,2013,45,0,0,15,0,15,68,64,4,0,0,12,28,183,13,170,94,13,51,0,4,0,14,17,0,55,0,14,1426,2039
Bihar,BANKA,2013,68,36,9,33,0,33,87,69,18,11,1,14,58,169,46,123,205,58,22,0,9,183,28,1,1,69,0,94,909,2065
Bihar,BEGUSARAI,2013,107,219,2,24,0,24,175,125,50,20,0,56,104,589,198,391,482,21,141,0,6,503,28,55,0,93,0,0,2694,5319
Bihar,BETTIAH,2013,76,193,9,39,0,39,173,154,19,6,1,22,138,624,198,426,549,47,174,5,28,105,26,0,0,148,0,66,2845,5274
Bihar,BHABHUA,2013,34,54,2,16,0,16,59,52,7,4,1,21,65,196,75,121,128,19,15,0,23,743,27,0,0,49,0,106,298,1860
Bihar,BHAGALPUR,2013,103,65,19,51,0,51,147,123,24,9,0,31,134,456,199,257,277,42,69,3,4,166,19,40,0,115,0,124,1716,3590
Bihar,BHOJPUR,2013,95,160,7,23,0,23,124,93,31,8,1,33,148,423,105,318,126,52,205,0,25,2526,38,3,0,137,0,133,621,4888
Bihar,BUXAR,2013,56,62,3,16,0,16,77,63,14,11,1,48,101,415,163,252,224,57,61,0,26,642,9,29,0,78,0,37,880,2833
Bihar,DARBHANGA,2013,77,119,5,38,0,38,227,196,31,14,1,36,103,506,159,347,565,76,150,1,55,271,33,4,1,343,0,167,2882,5674
Bihar,GAYA,2013,208,49,6,45,0,45,208,175,33,39,6,73,212,1204,362,842,503,38,167,0,4,875,37,0,0,212,0,320,3610,7816
Bihar,GOPALGANJ,2013,81,11,2,11,0,11,125,85,40,10,0,31,103,280,104,176,417,41,95,0,18,2069,33,0,0,143,0,71,270,3811
Bihar,JAMALPUR RLY.,2013,8,0,0,1,0,1,3,0,3,2,0,8,1,223,13,210,3,0,0,0,0,22,0,0,0,1,0,0,34,306
Bihar,JAMUI,2013,54,183,2,24,0,24,62,37,25,15,0,19,50,96,18,78,211,17,36,0,14,514,19,2,0,104,0,193,327,1942
Bihar,JEHANABAD,2013,34,0,2,14,0,14,37,26,11,13,0,22,37,194,14,180,141,20,67,2,11,708,30,5,0,57,0,60,522,1976
Bihar,KATIHAR,2013,61,59,0,86,0,86,164,148,16,15,1,21,39,397,198,199,208,21,92,2,1,1430,21,1,0,99,0,114,861,3693
Bihar,KATIHAR RLY.,2013,10,4,2,1,0,1,5,4,1,1,8,8,0,151,0,151,2,2,5,0,0,33,0,1,0,2,0,0,31,266
Bihar,KHAGARIA,2013,67,76,2,8,0,8,73,59,14,7,0,22,23,170,44,126,135,4,32,0,16,1251,13,5,0,25,0,106,448,2483
Bihar,KISHANGANJ,2013,42,21,8,52,0,52,107,90,17,7,0,14,68,145,29,116,179,22,70,12,8,255,7,0,0,65,0,21,725,1828
Bihar,LAKHISARAI,2013,45,90,3,9,0,9,40,26,14,3,0,19,24,125,35,90,156,7,41,0,7,297,11,0,0,70,0,46,333,1326
Bihar,MADHEPURA,2013,46,58,14,14,0,14,87,70,17,1,2,23,41,226,65,161,334,30,80,0,7,826,17,3,0,64,0,60,812,2745
Bihar,MADHUBANI,2013,80,0,0,37,0,37,158,141,17,15,0,28,90,388,78,310,265,25,50,2,5,1350,28,1,0,210,0,150,1780,4662
Bihar,MOTIHARI,2013,164,719,11,25,0,25,260,226,34,44,0,44,235,549,152,397,918,106,175,8,26,1610,65,5,14,196,0,66,3015,8255
Bihar,MUNGER,2013,60,30,2,7,0,7,75,55,20,3,0,26,55,336,95,241,129,68,12,4,0,310,13,5,0,66,0,59,935,2195
Bihar,MUZAFFARPUR,2013,208,25,29,43,0,43,382,295,87,61,0,113,292,1876,859,1017,539,54,106,217,12,2465,48,5,27,81,2,128,2308,9021
Bihar,MUZAFFARPUR RLY.,2013,13,2,0,3,0,3,6,5,1,5,2,10,4,337,54,283,8,0,7,2,0,18,0,1,0,0,0,0,188,606
Bihar,NALANDA,2013,112,82,41,11,0,11,136,107,29,9,1,34,120,340,104,236,167,43,153,1,18,2892,81,18,0,174,0,160,1147,5740
Bihar,NAUGACHIA,2013,49,14,6,10,0,10,36,26,10,3,0,15,18,60,17,43,85,12,65,0,3,125,16,19,0,69,0,70,889,1564
Bihar,NAWADAH,2013,97,37,2,20,0,20,75,51,24,18,0,26,47,203,62,141,333,32,112,0,8,712,23,3,0,122,0,156,963,2989
Bihar,PATNA,2013,286,121,5,76,0,76,544,412,132,37,2,186,591,4314,1755,2559,617,20,1004,16,5,1526,96,17,2,459,0,497,7881,18302
Bihar,PATNA RLY.,2013,23,10,4,2,0,2,26,11,15,1,1,8,3,774,71,703,15,3,11,1,0,0,3,12,0,1,0,0,207,1105
Bihar,PURNEA,2013,89,203,4,56,0,56,111,93,18,14,0,27,56,289,63,226,212,82,141,0,128,871,21,0,7,19,0,162,1458,3950
Bihar,ROHTAS,2013,110,97,2,60,0,60,168,135,33,9,3,58,172,615,193,422,265,50,195,1,11,1988,48,5,0,97,0,196,619,4769
Bihar,SAHARSA,2013,30,90,7,14,0,14,100,64,36,6,0,24,29,201,42,159,246,55,42,0,11,317,10,0,0,79,0,61,1470,2792
Bihar,SAMASTIPUR,2013,83,115,17,35,0,35,152,128,24,10,5,51,73,431,128,303,397,30,36,0,23,823,32,8,0,116,0,169,3196,5802
Bihar,SARAN,2013,123,262,5,16,0,16,199,125,74,16,0,45,142,650,205,445,363,61,116,1,32,1637,69,0,0,116,0,145,1494,5492
Bihar,SHEIKHPURA,2013,17,90,0,10,0,10,40,34,6,6,0,4,31,87,27,60,87,44,24,0,0,191,8,0,0,47,0,29,401,1116
Bihar,SHEOHAR,2013,23,23,3,3,0,3,49,41,8,12,0,5,14,57,16,41,76,8,17,0,12,270,7,0,0,19,0,14,157,769
Bihar,SITAMARHI,2013,101,24,9,26,0,26,220,182,38,37,9,84,203,650,276,374,249,10,31,0,32,2142,24,3,0,140,0,156,1174,5324
Bihar,SIWAN,2013,105,18,2,19,0,19,234,190,44,6,0,60,119,502,241,261,397,19,240,0,12,0,45,1,0,112,0,0,3499,5390
Bihar,SUPAUL,2013,55,15,0,34,0,34,144,103,41,6,5,17,62,324,48,276,508,81,55,0,0,1310,19,5,0,78,0,106,106,2930
Bihar,VAISHALI,2013,127,136,9,24,0,24,200,162,38,29,2,57,192,937,491,446,496,237,148,1,19,315,61,7,0,213,0,124,2244,5578
Bihar,ZZ TOTAL,2013,3441,3889,259,1128,0,1128,5570,4419,1151,579,53,1521,4185,21423,7165,14258,11931,1684,4482,282,660,35675,1182,331,52,4533,7,4232,60356,167455
